id,calving.vonmises_calving.sigma_max,calving.rate_scaling.file,ocean.th.gamma_T,ocean_file,climate_file,frontal_melt.routing.parameter_a,frontal_melt.routing.parameter_b,frontal_melt.routing.power_alpha,frontal_melt.routing.power_beta,sia_e,ssa_n,pseudo_plastic_q,till_effective_fraction_overburden,phi_min,phi_max,z_min,z_max,Model,basal_resistance.pseudo_plastic.q,basal_yield_stress.mohr_coulomb.till_effective_fraction_overburden,basal_yield_stress.mohr_coulomb.topg_to_phi.phi_max,basal_yield_stress.mohr_coulomb.topg_to_phi.phi_min,basal_yield_stress.mohr_coulomb.topg_to_phi.topg_max,basal_yield_stress.mohr_coulomb.topg_to_phi.topg_min,calving.thickness_calving.threshold,climate,fractures,frontal_melt,hydrology,ocean.models,prescribed_retreat_file,sliding_law,stress_balance.sia.enhancement_factor,stress_balance.ssa.Glen_exponent
90,447891.48924096953,seasonal_calving_id_4_1975_2025.nc,9.410118083557079e-05,MAR3.9_CNRM-CM6_ssp585_ocean_1960-2100_v4.nc,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_MM.nc,0.0003003194990559571,1.3727835143733065,0.3222430645622825,2.0441660477310406,2.1096354,3.3023565,0.66398126,0.020663546,10.219948,40.285183,-188.4351,154.4834,30.0,0.7508221,0.01845403,42.79528,7.193718,243.8239,-369.6359,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic,2.608046,3.309718
91,485454.9926446201,seasonal_calving_id_4_1975_2025.nc,8.80161209552617e-05,MAR3.9_HadGEM2-ES_rcp85_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5-1975_2023.nc,0.00027107650286543243,1.6881719177452799,0.5967511882961223,1.2968114063919967,2.1787815,3.290314,0.70436364,0.013729262,6.2346554,44.13359,-533.4333,284.7482,13.0,0.7508221,0.01845403,42.79528,7.193718,243.8239,-369.6359,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic,2.608046,3.309718
92,613348.3546889275,seasonal_calving_id_4_1975_2025.nc,9.213136318493989e-05,MAR3.9_CSIRO-Mk3.6_rcp85_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5-1975_2023.nc,0.00027355957187288573,1.2861213297877327,0.6903536043555987,2.0788352008045083,2.7004302,3.380296,0.6428505,0.017081108,6.551376,43.07554,-472.3258,155.60461,41.0,0.7508221,0.01845403,42.79528,7.193718,243.8239,-369.6359,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic,2.608046,3.309718
93,358194.2700248646,seasonal_calving_id_0_1975_2025.nc,0.00010240711914269514,MAR3.9_CSIRO-Mk3.6_rcp85_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5-1975_2023.nc,0.00032280986661262055,1.6820020342369524,0.6288584456121528,2.6515846564194225,2.89941,3.3167546,0.8866597,0.015985334,7.9027295,44.164482,-299.3123,22.078533,49.0,0.7508221,0.01845403,42.79528,7.193718,243.8239,-369.6359,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic,2.608046,3.309718
94,437858.5742443396,seasonal_calving_id_-1_1975_2025.nc,9.753214744997978e-05,MAR3.9_MIROC-ESM-CHEM_rcp85_ocean_1960-2100_v4.nc,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_MM.nc,0.0002750115674154117,1.269807632007845,0.3475396302115909,2.554070093955521,2.3378656,3.309548,0.79949486,0.018752767,7.8765483,42.302406,-387.54852,357.83932,10.0,0.7508221,0.01845403,42.79528,7.193718,243.8239,-369.6359,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic,2.608046,3.309718
95,563967.9216319707,seasonal_calving_id_2_1975_2025.nc,0.00012450244449975644,MAR3.9_NorESM1-M_rcp85_ocean_1960-2100_v4.nc,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_MM.nc,0.0003401172026776636,1.4467148119047626,0.420834274074104,1.4482470032703665,2.4695072,3.3442838,0.63557106,0.022420242,6.8355775,40.7688,-465.49908,327.53305,39.0,0.7508221,0.01845403,42.79528,7.193718,243.8239,-369.6359,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic,2.608046,3.309718
96,481751.9107155106,seasonal_calving_id_0_1975_2025.nc,0.00013644259513216275,MAR3.9_CSIRO-Mk3.6_rcp85_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5-1975_2023.nc,0.0002644062074489322,1.4118013673889525,0.3532858882407407,1.8522701731024873,2.6927931,3.2680008,0.6977763,0.020953815,8.569133,44.363514,-291.00916,343.55786,41.0,0.7508221,0.01845403,42.79528,7.193718,243.8239,-369.6359,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic,2.608046,3.309718
97,507727.19053736154,seasonal_calving_id_5_1975_2025.nc,0.00012887316652728328,MAR3.9_UKESM1-CM6_ssp585_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5-1975_2023.nc,0.0002857906409080907,1.6501868806006357,0.47515281866290227,2.5422988991978386,2.9521277,3.3197114,0.68659,0.01879895,7.0176797,44.38004,-397.84424,300.47507,41.0,0.7508221,0.01845403,42.79528,7.193718,243.8239,-369.6359,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic,2.608046,3.309718
98,361073.9457790558,seasonal_calving_id_0_1975_2025.nc,0.00011158200012243183,MAR3.9_UKESM1-CM6_ssp585_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5-1975_2023.nc,0.0002676494415930675,1.0525516927653187,0.43668748403441426,2.2267609531055137,3.0536473,3.2914538,0.7416971,0.019678747,9.799431,44.116154,-245.01868,206.06732,8.0,0.7508221,0.01845403,42.79528,7.193718,243.8239,-369.6359,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic,2.608046,3.309718
99,411634.06600842735,seasonal_calving_id_-1_1975_2025.nc,9.676401491275183e-05,MAR3.9_CNRM-CM6_ssp126_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5-1975_2023.nc,0.00024656131697251173,1.615396435395912,0.6627850969316866,1.2101103321580169,2.0496693,3.3214447,0.78415823,0.022099687,9.420207,40.846275,-239.70036,434.30637,38.0,0.7508221,0.01845403,42.79528,7.193718,243.8239,-369.6359,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic,2.608046,3.309718
